,DJIA,Fecha,Year,Month,Day
1403,10683.74,2005-08-02,2005,8,2
1404,10697.59,2005-08-03,2005,8,3
1405,10610.1,2005-08-04,2005,8,4
1406,10588.03,2005-08-05,2005,8,5
1407,10536.93,2005-08-08,2005,8,8
1408,10615.67,2005-08-09,2005,8,9
1409,10594.41,2005-08-10,2005,8,10
1410,10685.59,2005-08-11,2005,8,11
1411,10600.31,2005-08-12,2005,8,12
1412,10634.38,2005-08-15,2005,8,15
1413,10513.45,2005-08-16,2005,8,16
1414,10550.71,2005-08-17,2005,8,17
1415,10554.93,2005-08-18,2005,8,18
1416,10559.23,2005-08-19,2005,8,19
1417,10569.89,2005-08-22,2005,8,22
1418,10519.58,2005-08-23,2005,8,23
1419,10434.87,2005-08-24,2005,8,24
1420,10450.63,2005-08-25,2005,8,25
1421,10397.29,2005-08-26,2005,8,26
1422,10463.05,2005-08-29,2005,8,29
1423,10412.82,2005-08-30,2005,8,30
1424,10481.6,2005-08-31,2005,8,31
1425,10459.63,2005-09-01,2005,9,1
1426,10447.37,2005-09-02,2005,9,2
1427,10589.24,2005-09-06,2005,9,6
1428,10633.5,2005-09-07,2005,9,7
1429,10595.93,2005-09-08,2005,9,8
1430,10678.56,2005-09-09,2005,9,9
1431,10682.94,2005-09-12,2005,9,12
1432,10592.44,2005-09-13,2005,9,13
1433,10544.9,2005-09-14,2005,9,14
1434,10558.75,2005-09-15,2005,9,15
1435,10641.94,2005-09-16,2005,9,16
1436,10557.63,2005-09-19,2005,9,19
1437,10481.52,2005-09-20,2005,9,20
1438,10378.03,2005-09-21,2005,9,21
1439,10422.05,2005-09-22,2005,9,22
1440,10419.59,2005-09-23,2005,9,23
1441,10443.63,2005-09-26,2005,9,26
1442,10456.21,2005-09-27,2005,9,27
1443,10473.09,2005-09-28,2005,9,28
1444,10552.78,2005-09-29,2005,9,29
1445,10568.7,2005-09-30,2005,9,30
1446,10535.48,2005-10-03,2005,10,3
1447,10434.79,2005-10-04,2005,10,4
1448,10317.36,2005-10-05,2005,10,5
1449,10278.1,2005-10-06,2005,10,6
1450,10292.31,2005-10-07,2005,10,7
1451,10238.76,2005-10-10,2005,10,10
1452,10253.17,2005-10-11,2005,10,11
1453,10216.91,2005-10-12,2005,10,12
1454,10216.59,2005-10-13,2005,10,13
1455,10287.34,2005-10-14,2005,10,14
1456,10348.1,2005-10-17,2005,10,17
1457,10285.26,2005-10-18,2005,10,18
1458,10414.13,2005-10-19,2005,10,19
1459,10281.1,2005-10-20,2005,10,20
1460,10215.22,2005-10-21,2005,10,21
1461,10385.0,2005-10-24,2005,10,24
1462,10377.87,2005-10-25,2005,10,25
1463,10344.98,2005-10-26,2005,10,26
1464,10229.95,2005-10-27,2005,10,27
1465,10402.77,2005-10-28,2005,10,28
1466,10440.07,2005-10-31,2005,10,31
1467,10406.77,2005-11-01,2005,11,1
1468,10472.73,2005-11-02,2005,11,2
1469,10522.59,2005-11-03,2005,11,3
1470,10530.76,2005-11-04,2005,11,4
1471,10586.23,2005-11-07,2005,11,7
1472,10539.72,2005-11-08,2005,11,8
1473,10546.21,2005-11-09,2005,11,9
1474,10530.76,2005-11-10,2005,11,10
1475,10686.04,2005-11-11,2005,11,11
1476,10697.17,2005-11-14,2005,11,14
1477,10686.44,2005-11-15,2005,11,15
1478,10674.76,2005-11-16,2005,11,16
1479,10720.22,2005-11-17,2005,11,17
1480,10766.33,2005-11-18,2005,11,18
1481,10820.28,2005-11-21,2005,11,21
1482,10871.43,2005-11-22,2005,11,22
1483,10916.09,2005-11-23,2005,11,23
1484,10931.62,2005-11-25,2005,11,25
1485,10890.72,2005-11-28,2005,11,28
1486,10888.16,2005-11-29,2005,11,29
1487,10805.87,2005-11-30,2005,11,30
1488,10912.57,2005-12-01,2005,12,1
1489,10877.51,2005-12-02,2005,12,2
1490,10835.01,2005-12-05,2005,12,5
1491,10856.86,2005-12-06,2005,12,6
1492,10801.91,2005-12-07,2005,12,7
1493,10755.12,2005-12-08,2005,12,8
1494,10778.58,2005-12-09,2005,12,9
1495,10767.77,2005-12-12,2005,12,12
1496,10823.72,2005-12-13,2005,12,13
1497,10883.51,2005-12-14,2005,12,14
1498,10881.67,2005-12-15,2005,12,15
1499,10875.59,2005-12-16,2005,12,16
1500,10836.53,2005-12-19,2005,12,19
1501,10805.55,2005-12-20,2005,12,20
1502,10833.73,2005-12-21,2005,12,21
1503,10889.54,2005-12-22,2005,12,22
1504,10883.27,2005-12-23,2005,12,23
1505,10777.77,2005-12-27,2005,12,27
1506,10796.26,2005-12-28,2005,12,28
1507,10784.82,2005-12-29,2005,12,29
1508,10717.5,2005-12-30,2005,12,30
1509,10847.41,2006-01-03,2006,1,3
1510,10880.15,2006-01-04,2006,1,4
1511,10882.15,2006-01-05,2006,1,5
1512,10959.31,2006-01-06,2006,1,6
1513,11011.9,2006-01-09,2006,1,9
1514,11011.58,2006-01-10,2006,1,10
1515,11043.44,2006-01-11,2006,1,11
1516,10932.36,2006-01-12,2006,1,12
1517,10959.87,2006-01-13,2006,1,13
1518,10896.32,2006-01-17,2006,1,17
1519,10854.86,2006-01-18,2006,1,18
1520,10880.71,2006-01-19,2006,1,19
1521,10667.39,2006-01-20,2006,1,20
1522,10688.77,2006-01-23,2006,1,23
1523,10712.22,2006-01-24,2006,1,24
1524,10709.74,2006-01-25,2006,1,25
1525,10809.47,2006-01-26,2006,1,26
1526,10907.21,2006-01-27,2006,1,27
1527,10899.92,2006-01-30,2006,1,30
1528,10824.86,2006-01-31,2006,1,31
1529,10953.95,2006-02-01,2006,2,1
1530,10851.98,2006-02-02,2006,2,2
1531,10793.62,2006-02-03,2006,2,3
1532,10798.27,2006-02-06,2006,2,6
1533,10749.76,2006-02-07,2006,2,7
1534,10858.62,2006-02-08,2006,2,8
1535,10883.35,2006-02-09,2006,2,9
1536,10919.05,2006-02-10,2006,2,10
1537,10892.32,2006-02-13,2006,2,13
1538,11028.39,2006-02-14,2006,2,14
1539,11058.97,2006-02-15,2006,2,15
1540,11120.68,2006-02-16,2006,2,16
1541,11115.32,2006-02-17,2006,2,17
1542,11069.06,2006-02-21,2006,2,21
1543,11137.17,2006-02-22,2006,2,22
1544,11069.22,2006-02-23,2006,2,23
1545,11061.85,2006-02-24,2006,2,24
1546,11097.55,2006-02-27,2006,2,27
1547,10993.41,2006-02-28,2006,2,28
1548,11053.53,2006-03-01,2006,3,1
1549,11025.51,2006-03-02,2006,3,2
1550,11021.59,2006-03-03,2006,3,3
1551,10958.59,2006-03-06,2006,3,6
1552,10980.69,2006-03-07,2006,3,7
1553,11005.74,2006-03-08,2006,3,8
1554,10972.28,2006-03-09,2006,3,9
1555,11076.34,2006-03-10,2006,3,10
1556,11076.02,2006-03-13,2006,3,13
1557,11151.34,2006-03-14,2006,3,14
1558,11209.77,2006-03-15,2006,3,15
1559,11253.24,2006-03-16,2006,3,16
1560,11279.64,2006-03-17,2006,3,17
1561,11274.53,2006-03-20,2006,3,20
1562,11235.47,2006-03-21,2006,3,21
1563,11317.43,2006-03-22,2006,3,22
1564,11270.29,2006-03-23,2006,3,23
1565,11279.97,2006-03-24,2006,3,24
1566,11250.11,2006-03-27,2006,3,27
1567,11154.54,2006-03-28,2006,3,28
1568,11215.7,2006-03-29,2006,3,29
1569,11150.7,2006-03-30,2006,3,30
1570,11109.32,2006-03-31,2006,3,31
1571,11144.94,2006-04-03,2006,4,3
1572,11203.85,2006-04-04,2006,4,4
1573,11239.55,2006-04-05,2006,4,5
1574,11216.5,2006-04-06,2006,4,6
1575,11120.04,2006-04-07,2006,4,7
1576,11141.33,2006-04-10,2006,4,10
1577,11089.63,2006-04-11,2006,4,11
1578,11129.97,2006-04-12,2006,4,12
1579,11137.65,2006-04-13,2006,4,13
1580,11073.78,2006-04-17,2006,4,17
1581,11263.77,2006-04-18,2006,4,18
1582,11287.77,2006-04-19,2006,4,19
1583,11342.89,2006-04-20,2006,4,20
1584,11347.45,2006-04-21,2006,4,21
1585,11336.32,2006-04-24,2006,4,24
1586,11283.25,2006-04-25,2006,4,25
1587,11354.49,2006-04-26,2006,4,26
1588,11382.51,2006-04-27,2006,4,27
1589,11367.14,2006-04-28,2006,4,28
1590,11343.29,2006-05-01,2006,5,1
1591,11416.45,2006-05-02,2006,5,2
1592,11400.28,2006-05-03,2006,5,3
1593,11438.86,2006-05-04,2006,5,4
1594,11577.74,2006-05-05,2006,5,5
1595,11584.54,2006-05-08,2006,5,8
1596,11639.77,2006-05-09,2006,5,9
1597,11642.65,2006-05-10,2006,5,10
1598,11500.73,2006-05-11,2006,5,11
1599,11380.99,2006-05-12,2006,5,12
1600,11428.77,2006-05-15,2006,5,15
1601,11419.89,2006-05-16,2006,5,16
1602,11205.61,2006-05-17,2006,5,17
1603,11128.29,2006-05-18,2006,5,18
1604,11144.06,2006-05-19,2006,5,19
1605,11125.33,2006-05-22,2006,5,22
1606,11098.35,2006-05-23,2006,5,23
1607,11117.32,2006-05-24,2006,5,24
1608,11211.05,2006-05-25,2006,5,25
1609,11278.61,2006-05-26,2006,5,26
1610,11094.43,2006-05-30,2006,5,30
1611,11168.31,2006-05-31,2006,5,31
1612,11260.28,2006-06-01,2006,6,1
1613,11247.87,2006-06-02,2006,6,2
1614,11048.72,2006-06-05,2006,6,5
1615,11002.14,2006-06-06,2006,6,6
1616,10930.9,2006-06-07,2006,6,7
1617,10938.82,2006-06-08,2006,6,8
1618,10891.92,2006-06-09,2006,6,9
1619,10792.48,2006-06-12,2006,6,12
1620,10706.14,2006-06-13,2006,6,13
1621,10816.92,2006-06-14,2006,6,14
1622,11015.19,2006-06-15,2006,6,15
1623,11014.55,2006-06-16,2006,6,16
1624,10942.11,2006-06-19,2006,6,19
1625,10974.84,2006-06-20,2006,6,20
1626,11079.46,2006-06-21,2006,6,21
1627,11019.11,2006-06-22,2006,6,22
1628,10989.09,2006-06-23,2006,6,23
1629,11045.28,2006-06-26,2006,6,26
1630,10924.74,2006-06-27,2006,6,27
1631,10973.56,2006-06-28,2006,6,28
1632,11190.8,2006-06-29,2006,6,29
1633,11150.22,2006-06-30,2006,6,30
1634,11228.02,2006-07-03,2006,7,3
1635,11151.82,2006-07-05,2006,7,5
1636,11225.3,2006-07-06,2006,7,6
1637,11090.67,2006-07-07,2006,7,7
1638,11103.55,2006-07-10,2006,7,10
1639,11134.77,2006-07-11,2006,7,11
1640,11013.18,2006-07-12,2006,7,12
1641,10846.29,2006-07-13,2006,7,13
1642,10739.35,2006-07-14,2006,7,14
1643,10747.36,2006-07-17,2006,7,17
1644,10799.23,2006-07-18,2006,7,18
1645,11011.42,2006-07-19,2006,7,19
1646,10928.1,2006-07-20,2006,7,20
1647,10868.38,2006-07-21,2006,7,21
1648,11051.05,2006-07-24,2006,7,24
1649,11103.71,2006-07-25,2006,7,25
1650,11102.51,2006-07-26,2006,7,26
1651,11100.43,2006-07-27,2006,7,27
1652,11219.7,2006-07-28,2006,7,28
1653,11185.68,2006-07-31,2006,7,31
1654,11125.73,2006-08-01,2006,8,1
1655,11199.93,2006-08-02,2006,8,2
1656,11242.59,2006-08-03,2006,8,3
1657,11240.35,2006-08-04,2006,8,4
1658,11219.38,2006-08-07,2006,8,7
1659,11173.59,2006-08-08,2006,8,8
1660,11076.18,2006-08-09,2006,8,9
1661,11124.37,2006-08-10,2006,8,10
1662,11088.03,2006-08-11,2006,8,11
1663,11097.87,2006-08-14,2006,8,14
1664,11230.26,2006-08-15,2006,8,15
1665,11327.12,2006-08-16,2006,8,16
1666,11334.96,2006-08-17,2006,8,17
1667,11381.47,2006-08-18,2006,8,18
1668,11345.05,2006-08-21,2006,8,21
1669,11339.84,2006-08-22,2006,8,22
1670,11297.9,2006-08-23,2006,8,23
1671,11304.46,2006-08-24,2006,8,24
1672,11284.05,2006-08-25,2006,8,25
1673,11352.01,2006-08-28,2006,8,28
1674,11369.94,2006-08-29,2006,8,29
1675,11382.91,2006-08-30,2006,8,30
1676,11381.15,2006-08-31,2006,8,31
1677,11464.25,2006-09-01,2006,9,1
1678,11469.28,2006-09-05,2006,9,5
1679,11406.2,2006-09-06,2006,9,6
1680,11331.44,2006-09-07,2006,9,7
1681,11392.11,2006-09-08,2006,9,8
1682,11396.84,2006-09-11,2006,9,11
1683,11498.09,2006-09-12,2006,9,12
1684,11543.32,2006-09-13,2006,9,13
1685,11527.39,2006-09-14,2006,9,14
1686,11560.77,2006-09-15,2006,9,15
1687,11555.0,2006-09-18,2006,9,18
1688,11540.91,2006-09-19,2006,9,19
1689,11613.19,2006-09-20,2006,9,20
1690,11533.23,2006-09-21,2006,9,21
1691,11508.1,2006-09-22,2006,9,22
1692,11575.81,2006-09-25,2006,9,25
1693,11669.39,2006-09-26,2006,9,26
1694,11689.24,2006-09-27,2006,9,27
1695,11718.45,2006-09-28,2006,9,28
1696,11679.07,2006-09-29,2006,9,29
1697,11670.35,2006-10-02,2006,10,2
1698,11727.34,2006-10-03,2006,10,3
1699,11850.61,2006-10-04,2006,10,4
1700,11866.69,2006-10-05,2006,10,5
1701,11850.21,2006-10-06,2006,10,6
1702,11857.81,2006-10-09,2006,10,9
1703,11867.17,2006-10-10,2006,10,10
1704,11852.13,2006-10-11,2006,10,11
1705,11947.7,2006-10-12,2006,10,12
1706,11960.51,2006-10-13,2006,10,13
1707,11980.6,2006-10-16,2006,10,16
1708,11950.02,2006-10-17,2006,10,17
1709,11992.68,2006-10-18,2006,10,18
1710,12011.73,2006-10-19,2006,10,19
1711,12002.37,2006-10-20,2006,10,20
1712,12116.91,2006-10-23,2006,10,23
1713,12127.88,2006-10-24,2006,10,24
1714,12134.68,2006-10-25,2006,10,25
1715,12163.66,2006-10-26,2006,10,26
1716,12090.26,2006-10-27,2006,10,27
1717,12086.5,2006-10-30,2006,10,30
1718,12080.73,2006-10-31,2006,10,31
1719,12031.02,2006-11-01,2006,11,1
1720,12018.54,2006-11-02,2006,11,2
1721,11986.04,2006-11-03,2006,11,3
1722,12105.55,2006-11-06,2006,11,6
1723,12156.77,2006-11-07,2006,11,7
1724,12176.54,2006-11-08,2006,11,8
1725,12103.3,2006-11-09,2006,11,9
1726,12108.43,2006-11-10,2006,11,10
1727,12131.88,2006-11-13,2006,11,13
1728,12218.01,2006-11-14,2006,11,14
1729,12251.71,2006-11-15,2006,11,15
1730,12305.82,2006-11-16,2006,11,16
1731,12342.58,2006-11-17,2006,11,17
1732,12316.54,2006-11-20,2006,11,20
1733,12321.59,2006-11-21,2006,11,21
1734,12326.95,2006-11-22,2006,11,22
1735,12280.17,2006-11-24,2006,11,24
1736,12121.71,2006-11-27,2006,11,27
1737,12136.45,2006-11-28,2006,11,28
1738,12226.73,2006-11-29,2006,11,29
1739,12221.93,2006-11-30,2006,11,30
1740,12194.13,2006-12-01,2006,12,1
1741,12283.85,2006-12-04,2006,12,4
1742,12331.6,2006-12-05,2006,12,5
1743,12309.25,2006-12-06,2006,12,6
1744,12278.43,2006-12-07,2006,12,7
1745,12307.49,2006-12-08,2006,12,8
1746,12328.48,2006-12-11,2006,12,11
1747,12315.58,2006-12-12,2006,12,12
1748,12317.5,2006-12-13,2006,12,13
1749,12416.76,2006-12-14,2006,12,14
1750,12445.92,2006-12-15,2006,12,15
1751,12441.27,2006-12-18,2006,12,18
1752,12471.32,2006-12-19,2006,12,19
1753,12463.87,2006-12-20,2006,12,20
1754,12421.25,2006-12-21,2006,12,21
1755,12343.22,2006-12-22,2006,12,22
1756,12407.63,2006-12-26,2006,12,26
1757,12510.57,2006-12-27,2006,12,27
1758,12501.52,2006-12-28,2006,12,28
1759,12463.15,2006-12-29,2006,12,29
1760,12474.52,2007-01-03,2007,1,3
1761,12480.69,2007-01-04,2007,1,4
1762,12398.01,2007-01-05,2007,1,5
1763,12423.49,2007-01-08,2007,1,8
1764,12416.6,2007-01-09,2007,1,9
1765,12442.0,2007-01-10,2007,1,10
1766,12514.98,2007-01-11,2007,1,11
1767,12556.08,2007-01-12,2007,1,12
1768,12582.59,2007-01-16,2007,1,16
1769,12577.15,2007-01-17,2007,1,17
1770,12567.93,2007-01-18,2007,1,18
1771,12565.93,2007-01-19,2007,1,19
1772,12477.16,2007-01-22,2007,1,22
1773,12533.81,2007-01-23,2007,1,23
1774,12621.77,2007-01-24,2007,1,24
1775,12502.56,2007-01-25,2007,1,25
1776,12487.02,2007-01-26,2007,1,26
1777,12490.78,2007-01-29,2007,1,29
1778,12523.31,2007-01-30,2007,1,30
1779,12621.69,2007-01-31,2007,1,31
1780,12673.68,2007-02-01,2007,2,1
1781,12653.49,2007-02-02,2007,2,2
1782,12661.75,2007-02-05,2007,2,5
1783,12666.31,2007-02-06,2007,2,6
1784,12666.87,2007-02-07,2007,2,7
1785,12637.63,2007-02-08,2007,2,8
1786,12580.83,2007-02-09,2007,2,9
1787,12552.56,2007-02-12,2007,2,12
1788,12654.85,2007-02-13,2007,2,13
1789,12741.86,2007-02-14,2007,2,14
1790,12765.01,2007-02-15,2007,2,15
1791,12767.57,2007-02-16,2007,2,16
1792,12786.64,2007-02-20,2007,2,20
1793,12738.41,2007-02-21,2007,2,21
1794,12686.02,2007-02-22,2007,2,22
1795,12647.48,2007-02-23,2007,2,23
1796,12632.26,2007-02-26,2007,2,26
1797,12216.24,2007-02-27,2007,2,27
1798,12268.63,2007-02-28,2007,2,28
1799,12234.34,2007-03-01,2007,3,1
1800,12114.1,2007-03-02,2007,3,2
1801,12050.41,2007-03-05,2007,3,5
1802,12207.59,2007-03-06,2007,3,6
1803,12192.45,2007-03-07,2007,3,7
1804,12260.7,2007-03-08,2007,3,8
1805,12276.32,2007-03-09,2007,3,9
1806,12318.63,2007-03-12,2007,3,12
1807,12075.96,2007-03-13,2007,3,13
1808,12133.4,2007-03-14,2007,3,14
1809,12159.68,2007-03-15,2007,3,15
1810,12110.41,2007-03-16,2007,3,16
1811,12226.17,2007-03-19,2007,3,19
1812,12288.1,2007-03-20,2007,3,20
1813,12447.52,2007-03-21,2007,3,21
1814,12461.14,2007-03-22,2007,3,22
1815,12481.01,2007-03-23,2007,3,23
1816,12469.07,2007-03-26,2007,3,26
1817,12397.29,2007-03-27,2007,3,27
1818,12300.36,2007-03-28,2007,3,28
1819,12348.75,2007-03-29,2007,3,29
1820,12354.35,2007-03-30,2007,3,30
1821,12382.3,2007-04-02,2007,4,2
1822,12510.93,2007-04-03,2007,4,3
1823,12530.05,2007-04-04,2007,4,4
1824,12560.83,2007-04-05,2007,4,5
1825,12569.14,2007-04-09,2007,4,9
1826,12574.48,2007-04-10,2007,4,10
1827,12484.62,2007-04-11,2007,4,11
1828,12552.96,2007-04-12,2007,4,12
1829,12612.13,2007-04-13,2007,4,13
1830,12720.46,2007-04-16,2007,4,16
1831,12773.04,2007-04-17,2007,4,17
1832,12803.84,2007-04-18,2007,4,18
1833,12808.63,2007-04-19,2007,4,19
1834,12961.98,2007-04-20,2007,4,20
1835,12919.4,2007-04-23,2007,4,23
1836,12953.94,2007-04-24,2007,4,24
1837,13089.89,2007-04-25,2007,4,25
1838,13105.5,2007-04-26,2007,4,26
1839,13120.94,2007-04-27,2007,4,27
1840,13062.91,2007-04-30,2007,4,30
1841,13136.14,2007-05-01,2007,5,1
1842,13211.88,2007-05-02,2007,5,2
1843,13241.38,2007-05-03,2007,5,3
1844,13264.62,2007-05-04,2007,5,4
1845,13312.97,2007-05-07,2007,5,7
1846,13309.07,2007-05-08,2007,5,8
1847,13362.87,2007-05-09,2007,5,9
1848,13215.13,2007-05-10,2007,5,10
1849,13326.22,2007-05-11,2007,5,11
1850,13346.78,2007-05-14,2007,5,14
1851,13383.84,2007-05-15,2007,5,15
1852,13487.53,2007-05-16,2007,5,16
1853,13476.72,2007-05-17,2007,5,17
1854,13556.53,2007-05-18,2007,5,18
1855,13542.88,2007-05-21,2007,5,21
1856,13539.95,2007-05-22,2007,5,22
1857,13525.65,2007-05-23,2007,5,23
1858,13441.13,2007-05-24,2007,5,24
1859,13507.28,2007-05-25,2007,5,25
1860,13521.34,2007-05-29,2007,5,29
1861,13633.08,2007-05-30,2007,5,30
1862,13627.64,2007-05-31,2007,5,31
1863,13668.11,2007-06-01,2007,6,1
1864,13676.32,2007-06-04,2007,6,4
1865,13595.46,2007-06-05,2007,6,5
1866,13465.67,2007-06-06,2007,6,6
1867,13266.73,2007-06-07,2007,6,7
1868,13424.39,2007-06-08,2007,6,8
1869,13424.96,2007-06-11,2007,6,11
1870,13295.01,2007-06-12,2007,6,12
1871,13482.35,2007-06-13,2007,6,13
1872,13553.73,2007-06-14,2007,6,14
1873,13639.48,2007-06-15,2007,6,15
1874,13612.98,2007-06-18,2007,6,18
1875,13635.42,2007-06-19,2007,6,19
1876,13489.42,2007-06-20,2007,6,20
1877,13545.84,2007-06-21,2007,6,21
1878,13360.26,2007-06-22,2007,6,22
1879,13352.05,2007-06-25,2007,6,25
1880,13337.66,2007-06-26,2007,6,26
1881,13427.73,2007-06-27,2007,6,27
1882,13422.28,2007-06-28,2007,6,28
1883,13408.62,2007-06-29,2007,6,29
1884,13535.43,2007-07-02,2007,7,2
1885,13577.3,2007-07-03,2007,7,3
1886,13565.84,2007-07-05,2007,7,5
1887,13611.68,2007-07-06,2007,7,6
1888,13649.97,2007-07-09,2007,7,9
1889,13501.7,2007-07-10,2007,7,10
1890,13577.87,2007-07-11,2007,7,11
1891,13861.73,2007-07-12,2007,7,12
1892,13907.25,2007-07-13,2007,7,13
1893,13950.98,2007-07-16,2007,7,16
1894,13971.55,2007-07-17,2007,7,17
1895,13918.22,2007-07-18,2007,7,18
1896,14000.41,2007-07-19,2007,7,19
1897,13851.08,2007-07-20,2007,7,20
1898,13943.42,2007-07-23,2007,7,23
1899,13716.95,2007-07-24,2007,7,24
1900,13785.79,2007-07-25,2007,7,25
1901,13473.57,2007-07-26,2007,7,26
1902,13265.47,2007-07-27,2007,7,27
1903,13358.31,2007-07-30,2007,7,30
1904,13211.99,2007-07-31,2007,7,31
1905,13362.37,2007-08-01,2007,8,1
1906,13463.33,2007-08-02,2007,8,2
1907,13181.91,2007-08-03,2007,8,3
1908,13468.78,2007-08-06,2007,8,6
1909,13504.3,2007-08-07,2007,8,7
1910,13657.86,2007-08-08,2007,8,8
1911,13270.68,2007-08-09,2007,8,9
1912,13239.54,2007-08-10,2007,8,10
1913,13236.53,2007-08-13,2007,8,13
1914,13028.92,2007-08-14,2007,8,14
1915,12861.47,2007-08-15,2007,8,15
1916,12845.0,2007-08-16,2007,8,16
1917,13079.08,2007-08-17,2007,8,17
1918,13121.35,2007-08-20,2007,8,20
1919,13090.86,2007-08-21,2007,8,21
1920,13236.13,2007-08-22,2007,8,22
1921,13235.88,2007-08-23,2007,8,23
1922,13378.87,2007-08-24,2007,8,24
1923,13322.13,2007-08-27,2007,8,27
1924,13041.85,2007-08-28,2007,8,28
1925,13289.29,2007-08-29,2007,8,29
1926,13238.73,2007-08-30,2007,8,30
1927,13357.74,2007-08-31,2007,8,31
1928,13448.66,2007-09-04,2007,9,4
1929,13305.47,2007-09-05,2007,9,5
1930,13363.35,2007-09-06,2007,9,6
1931,13113.38,2007-09-07,2007,9,7
1932,13127.85,2007-09-10,2007,9,10
1933,13308.39,2007-09-11,2007,9,11
1934,13291.65,2007-09-12,2007,9,12
1935,13424.88,2007-09-13,2007,9,13
1936,13442.52,2007-09-14,2007,9,14
1937,13403.42,2007-09-17,2007,9,17
1938,13739.39,2007-09-18,2007,9,18
1939,13815.56,2007-09-19,2007,9,19
1940,13766.7,2007-09-20,2007,9,20
1941,13820.19,2007-09-21,2007,9,21
1942,13759.06,2007-09-24,2007,9,24
1943,13778.65,2007-09-25,2007,9,25
1944,13878.15,2007-09-26,2007,9,26
1945,13912.94,2007-09-27,2007,9,27
1946,13895.63,2007-09-28,2007,9,28
1947,14087.55,2007-10-01,2007,10,1
1948,14047.31,2007-10-02,2007,10,2
1949,13968.05,2007-10-03,2007,10,3
1950,13974.31,2007-10-04,2007,10,4
1951,14066.01,2007-10-05,2007,10,5
1952,14043.73,2007-10-08,2007,10,8
1953,14164.53,2007-10-09,2007,10,9
1954,14078.69,2007-10-10,2007,10,10
1955,14015.12,2007-10-11,2007,10,11
1956,14093.08,2007-10-12,2007,10,12
1957,13984.8,2007-10-15,2007,10,15
1958,13912.94,2007-10-16,2007,10,16
1959,13892.54,2007-10-17,2007,10,17
1960,13888.96,2007-10-18,2007,10,18
1961,13522.02,2007-10-19,2007,10,19
1962,13566.97,2007-10-22,2007,10,22
1963,13676.23,2007-10-23,2007,10,23
1964,13675.25,2007-10-24,2007,10,24
1965,13671.92,2007-10-25,2007,10,25
1966,13806.7,2007-10-26,2007,10,26
1967,13870.26,2007-10-29,2007,10,29
1968,13792.47,2007-10-30,2007,10,30
1969,13930.01,2007-10-31,2007,10,31
1970,13567.67,2007-11-01,2007,11,1
1971,13595.1,2007-11-02,2007,11,2
1972,13543.4,2007-11-05,2007,11,5
1973,13660.94,2007-11-06,2007,11,6
1974,13300.02,2007-11-07,2007,11,7
1975,13266.29,2007-11-08,2007,11,8
1976,13042.74,2007-11-09,2007,11,9
1977,12987.55,2007-11-12,2007,11,12
1978,13307.09,2007-11-13,2007,11,13
1979,13231.01,2007-11-14,2007,11,14
1980,13110.15,2007-11-15,2007,11,15
1981,13176.79,2007-11-16,2007,11,16
1982,12958.44,2007-11-19,2007,11,19
1983,13010.14,2007-11-20,2007,11,20
1984,12799.04,2007-11-21,2007,11,21
1985,12980.88,2007-11-23,2007,11,23
1986,12743.44,2007-11-26,2007,11,26
1987,12958.44,2007-11-27,2007,11,27
1988,13289.45,2007-11-28,2007,11,28
1989,13311.73,2007-11-29,2007,11,29
1990,13371.72,2007-11-30,2007,11,30
1991,13314.57,2007-12-03,2007,12,3
1992,13248.73,2007-12-04,2007,12,4
1993,13444.96,2007-12-05,2007,12,5
1994,13619.89,2007-12-06,2007,12,6
1995,13625.58,2007-12-07,2007,12,7
1996,13727.03,2007-12-10,2007,12,10
1997,13432.77,2007-12-11,2007,12,11
1998,13473.9,2007-12-12,2007,12,12
1999,13517.96,2007-12-13,2007,12,13
2000,13339.85,2007-12-14,2007,12,14
2001,13167.2,2007-12-17,2007,12,17
2002,13232.47,2007-12-18,2007,12,18
2003,13207.27,2007-12-19,2007,12,19
2004,13245.64,2007-12-20,2007,12,20
2005,13450.65,2007-12-21,2007,12,21
2006,13550.04,2007-12-24,2007,12,24
2007,13551.69,2007-12-26,2007,12,26
2008,13359.61,2007-12-27,2007,12,27
2009,13365.87,2007-12-28,2007,12,28
2010,13264.82,2007-12-31,2007,12,31
2011,13043.96,2008-01-02,2008,1,2
2012,13056.72,2008-01-03,2008,1,3
2013,12800.18,2008-01-04,2008,1,4
2014,12827.49,2008-01-07,2008,1,7
2015,12589.07,2008-01-08,2008,1,8
2016,12735.31,2008-01-09,2008,1,9
2017,12853.09,2008-01-10,2008,1,10
2018,12606.3,2008-01-11,2008,1,11
2019,12778.15,2008-01-14,2008,1,14
2020,12501.11,2008-01-15,2008,1,15
2021,12466.16,2008-01-16,2008,1,16
2022,12159.21,2008-01-17,2008,1,17
2023,12099.3,2008-01-18,2008,1,18
2024,11971.19,2008-01-22,2008,1,22
2025,12270.17,2008-01-23,2008,1,23
2026,12378.61,2008-01-24,2008,1,24
2027,12207.17,2008-01-25,2008,1,25
2028,12383.89,2008-01-28,2008,1,28
2029,12480.3,2008-01-29,2008,1,29
2030,12442.83,2008-01-30,2008,1,30
2031,12650.36,2008-01-31,2008,1,31
2032,12743.19,2008-02-01,2008,2,1
2033,12635.16,2008-02-04,2008,2,4
2034,12265.13,2008-02-05,2008,2,5
2035,12200.1,2008-02-06,2008,2,6
2036,12247.0,2008-02-07,2008,2,7
2037,12182.13,2008-02-08,2008,2,8
