,Year,Month,CA Rural,CA Urbano,CANA Rural,CANA Urbano
324,2019,1,1120.4357784335389,1568.0674951287285,2017.345108137371,3103.773802884827
325,2019,2,1103.0062407908997,1554.1154445834159,2002.959167529753,3095.543890337669
326,2019,3,1110.497062820705,1562.7233627549733,2012.937104358953,3108.181688224812
327,2019,4,1117.3986879802005,1569.357037801468,2014.7177073027594,3104.5702551832765
328,2019,5,1109.5209052938776,1562.260309750859,1997.4008111194953,3079.615502847242
329,2019,6,1100.2920884505663,1552.414593308126,1986.4849057938575,3067.005515627704
330,2019,7,1117.0932077111431,1568.9584079493359,2003.2187214664996,3083.193548598735
331,2019,8,1105.8669334786468,1560.1837674605274,1995.6253192544232,3081.0964754622437
332,2019,9,1105.3939467261819,1561.3323543311253,1999.8423975216842,3091.8447989108854
333,2019,10,1105.7994025378846,1561.588957074634,2010.9090277455957,3111.356433592682
334,2019,11,1117.7895518838147,1576.0569011394937,2036.9672186501864,3150.5973200417097
335,2019,12,1134.6432876118943,1598.5189584363445,2056.846960047005,3176.9498912158733
336,2020,1,1149.1775074464513,1615.2094348942599,2071.9030639253947,3195.4326294999737
337,2020,2,1157.3346751662236,1623.1895085338715,2082.1434731135832,3207.020680764451
338,2020,3,1169.8912787276945,1637.0695252854314,2097.1444949881034,3224.798253038131
339,2020,4,1165.595309479941,1632.5128853987203,2086.666826022292,3208.3554970818527
340,2020,5,1179.7470116078584,1649.6458660641458,2089.9330140525753,3204.1641050827106
341,2020,6,1170.9188813817154,1640.0035117942514,2086.5709775955615,3202.640941305979
342,2020,7,1179.1193547245741,1648.0764385223088,2099.4712237596286,3217.820046678652
343,2020,8,1192.0552026338603,1661.3901927107934,2116.6188744660594,3238.643906701786
